country,Year,Area,Sex,Religion,Record Type,Reliability,Source Year,Value,Value Footnotes
Thailand,2010,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2012,41808,
Thailand,2010,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2012,3259340,
Thailand,2010,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2012,66922,
Thailand,2010,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2012,46122,
Thailand,2010,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,14944,
Tokelau,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,1143,"24,36"
Tokelau,2011,Total,Both Sexes,Christian Congregational,Census - de jure - complete tabulation,"Final figure, complete",2013,665,"24,36"
Tokelau,2011,Total,Both Sexes,New Age,Census - de jure - complete tabulation,"Final figure, complete",2013,1,36
Tokelau,2011,Total,Both Sexes,Presbyterian,Census - de jure - complete tabulation,"Final figure, complete",2013,21,"24,36"
Tokelau,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,418,"24,36"
Tokelau,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2013,32,"24,36"
Tokelau,2011,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2013,6,"24,36"
Trinidad and Tobago,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,1322546,37
Trinidad and Tobago,2011,Total,Both Sexes,Anglican,Census - de jure - complete tabulation,"Final figure, complete",2014,74994,37
Trinidad and Tobago,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2014,90953,37
Trinidad and Tobago,2011,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2014,240100,37
Trinidad and Tobago,2011,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2014,65705,37
Trinidad and Tobago,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2014,19450,37
Trinidad and Tobago,2011,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2014,8648,37
Trinidad and Tobago,2011,Total,Both Sexes,Moravian,Census - de jure - complete tabulation,"Final figure, complete",2014,3526,37
Trinidad and Tobago,2011,Total,Both Sexes,Rastafarian,Census - de jure - complete tabulation,"Final figure, complete",2014,3615,37
Trinidad and Tobago,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,285671,37
Trinidad and Tobago,2011,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2014,54156,37
Trinidad and Tobago,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2014,96166,37
Trinidad and Tobago,2011,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2014,146798,37
Trinidad and Tobago,2011,Total,Both Sexes,None,Census - de jure - complete tabulation,"Final figure, complete",2014,28842,37
Trinidad and Tobago,2011,Total,Both Sexes,Orisha,Census - de jure - complete tabulation,"Final figure, complete",2014,11918,37
Trinidad and Tobago,2011,Total,Both Sexes,Pentecostal/ Evangelical/ Full Gospel,Census - de jure - complete tabulation,"Final figure, complete",2014,159033,37
Trinidad and Tobago,2011,Total,Both Sexes,Presbyterian/ Congregational,Census - de jure - complete tabulation,"Final figure, complete",2014,32972,37
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,63182178,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2014,261584,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2014,37583962,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2014,835418,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2014,269568,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2014,2786635,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Sikh,Census - de jure - complete tabulation,"Final figure, complete",2014,432429,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2014,262750,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2014,16221509,38
United Kingdom of Great Britain and Northern Ireland,2011,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2014,4528323,38
Vanuatu,2009,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2013,234023,
Vanuatu,2009,Total,Both Sexes,Anglican,Census - de facto - complete tabulation,"Final figure, complete",2013,35256,
Vanuatu,2009,Total,Both Sexes,Apostolic,Census - de facto - complete tabulation,"Final figure, complete",2013,5231,
Vanuatu,2009,Total,Both Sexes,Assembly of God,Census - de facto - complete tabulation,"Final figure, complete",2013,11078,
Vanuatu,2009,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2013,28933,
Vanuatu,2009,Total,Both Sexes,Church of Christ,Census - de facto - complete tabulation,"Final figure, complete",2013,10593,
Vanuatu,2009,Total,Both Sexes,Custom,Census - de facto - complete tabulation,"Final figure, complete",2013,8600,
Vanuatu,2009,Total,Both Sexes,Presbyterian,Census - de facto - complete tabulation,"Final figure, complete",2013,65345,
Vanuatu,2009,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2013,29251,
Vanuatu,2009,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2013,36698,
Vanuatu,2009,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2013,2554,
Vanuatu,2009,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2013,484,
Zambia,2010,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2015,12526314,
Zambia,2010,Total,Both Sexes,Baha'i,Census - de facto - complete tabulation,"Final figure, complete",2015,3891,
Zambia,2010,Total,Both Sexes,Buddhist,Census - de facto - complete tabulation,"Final figure, complete",2015,9623,
Zambia,2010,Total,Both Sexes,Catholic,Census - de facto - complete tabulation,"Final figure, complete",2015,2532858,
Zambia,2010,Total,Both Sexes,Hindu,Census - de facto - complete tabulation,"Final figure, complete",2015,4383,
Zambia,2010,Total,Both Sexes,Muslim,Census - de facto - complete tabulation,"Final figure, complete",2015,61412,
Zambia,2010,Total,Both Sexes,Protestant,Census - de facto - complete tabulation,"Final figure, complete",2015,9436231,
Zambia,2010,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2015,253621,
Zambia,2010,Total,Both Sexes,None,Census - de facto - complete tabulation,"Final figure, complete",2015,224295,
